Session,RC,RT,MC,LT,JP,AD,Volume
1,B,0.455836713304961,5,Y,L,80,90
1,B,0.703193003510023,4,W,R,34,67
1,B,0.509681408744655,3,W,R,0,50
1,B,0.443106043147054,1,W,L,80,90
1,B,0.540261157513669,1,Y,R,80,90
1,B,0.48626232391689,4,Y,L,34,67
1,B,0.65345084690307,3,W,L,0,50
1,B,0.476940420643587,4,Y,L,34,67
1,M,0.653222193612237,5,W,R,80,90
1,M,0.622614501666249,1,Y,R,80,90
1,M,0.829147615981128,3,W,R,0,50
1,M,0.539047882884915,4,Y,L,34,67
1,M,0.472667518582966,2,W,L,34,67
1,M,0.646569013782937,4,W,R,34,67
1,M,0.653260653034522,2,W,L,34,67
1,M,0.487854183498712,4,Y,L,34,67
1,M,0.652222248596445,1,W,L,80,90
1,M,0.539549958641146,4,W,R,34,67
1,M,0.553317230453104,1,Y,R,80,90
1,M,0.55866489312757,1,W,L,80,90
1,M,0.538440945103503,5,Y,L,80,90
1,M,0.624148371649426,5,W,R,80,90
1,M,0.452894867859868,5,W,R,80,90
1,M,0.619276944806188,5,W,R,80,90
1,M,0.845191505393814,1,W,L,80,90
1,M,0.653403674015863,1,Y,R,80,90
1,M,0.752688178505196,2,Y,R,34,67
1,M,0.592232157907347,2,Y,R,34,67
1,M,0.553878798131336,4,W,R,34,67
1,M,0.560583056882024,3,Y,L,0,50
1,M,0.504801869366929,4,Y,L,34,67
1,M,0.569337082726634,4,W,R,34,67
1,M,0.720256368113041,2,Y,R,34,67
1,M,0.578396680710284,1,W,L,80,90
1,M,0.489585158027694,4,Y,L,34,67
1,M,0.5468257003904,2,Y,R,34,67
1,M,0.496535797461547,4,W,R,34,67
1,M,0.559690678066545,4,W,R,34,67
1,M,0.538379349933166,1,Y,R,80,90
1,M,0.554958666634775,5,W,R,80,90
1,M,0.60855607999838,2,Y,R,34,67
1,M,0.829622649956946,3,Y,R,0,50
1,M,0.70838202106097,2,Y,R,34,67
1,M,0.445145594458154,4,W,R,34,67
1,M,0.46984585883547,5,Y,L,80,90
1,M,0.779587841174362,3,W,L,0,50
1,M,0.486255713702121,1,Y,R,80,90
1,M,0.605551137061411,3,Y,L,0,50
1,M,0.474871423837612,2,W,L,34,67
1,M,0.625001089181751,2,W,L,34,67
1,M,0.529674900688406,5,W,R,80,90
1,M,0.460902540517054,4,Y,L,34,67
1,M,0.486236784456196,2,W,L,34,67
1,M,0.452914998964843,5,Y,L,80,90
1,M,0.441104350331443,4,W,R,34,67
1,M,0.475098875273034,5,W,R,80,90
1,M,0.441644585049289,2,W,L,34,67
1,M,0.641826185639729,4,Y,L,34,67
1,M,0.436470590710087,1,W,L,80,90
1,M,0.457767496560336,2,W,L,34,67
1,M,0.512419839893482,4,W,R,34,67
1,M,0.571610395221796,4,W,R,34,67
1,M,0.510233662031169,1,Y,R,80,90
1,M,0.439410633371153,1,W,L,80,90
1,M,0.844335182289797,3,W,L,0,50
1,M,0.752968211183543,3,Y,L,0,50
1,M,0.458397570084344,2,W,L,34,67
1,G,0.843320514528386,3,W,R,0,50
1,G,1.26066986100159,3,W,R,0,50
1,G,0.607303745016907,2,W,L,34,67
1,G,0.905578208890802,3,Y,R,0,50
1,G,0.903074440317141,3,Y,R,0,50
1,G,0.706218077551966,5,W,R,80,90
1,G,0.577454725296775,3,W,R,0,50
1,G,0.720732303481782,3,Y,L,0,50
1,G,0.522638328482572,1,Y,R,80,90
1,G,0.747183973957362,3,W,R,0,50
1,G,0.937391062931056,3,W,R,0,50
1,G,0.625724607090888,1,W,L,80,90
1,G,0.728274557017357,2,W,L,34,67
1,G,0.944328181472883,3,Y,L,0,50
1,G,0.586061223195429,2,W,L,34,67
1,G,0.626307507731326,2,Y,R,34,67
1,G,0.653128749230746,2,Y,R,34,67
1,G,0.619986340896503,1,Y,R,80,90
1,G,0.518770151760691,4,Y,L,34,67
1,G,0.655233801748182,3,Y,L,0,50
1,G,0.872375407241634,1,Y,R,80,90
1,G,0.519638793899503,5,Y,L,80,90
1,G,0.753220300686735,3,Y,R,0,50
1,G,0.788697316223988,1,W,L,80,90
1,G,0.703372380665314,3,W,L,0,50
1,G,0.504316920072597,2,Y,R,34,67
1,G,0.540628324824866,4,Y,L,34,67
1,G,0.870392042745152,3,W,R,0,50
1,G,0.527454770366603,4,Y,L,34,67
1,G,0.536230730100215,4,Y,L,34,67
1,G,0.563557953393683,5,W,R,80,90
1,G,0.803061610493387,3,Y,R,0,50
1,G,0.664497114490587,2,W,L,34,67
1,G,0.552790817091591,1,W,L,80,90
1,G,0.529330869125261,4,W,R,34,67
1,G,0.922733515553773,3,W,R,0,50
1,G,0.503596707272663,5,Y,L,80,90
1,G,0.479349242514218,4,Y,L,34,67
1,G,0.609451162992627,2,Y,R,34,67
1,G,0.45329268252317,1,W,L,80,90
1,G,0.474767463208991,5,Y,L,80,90
1,G,0.744647454783262,3,Y,R,0,50
1,G,0.822167230588093,3,W,R,0,50
1,G,0.552881557294313,5,W,R,80,90
1,G,0.519417051285927,1,W,L,80,90
1,G,0.469401772677884,4,W,R,34,67
1,G,0.50260607664859,1,W,L,80,90
1,G,0.503735521755516,5,Y,L,80,90
1,G,0.570106571663928,5,W,R,80,90
1,G,0.426804956337946,5,Y,L,80,90
1,G,0.669621832694247,2,Y,R,34,67
1,G,0.469866891333368,2,Y,R,34,67
1,G,0.470783908216617,1,Y,R,80,90
1,G,0.536346709299323,2,Y,R,34,67
1,G,0.502509327161533,4,W,R,34,67
1,G,0.608379407021857,3,W,R,0,50
1,G,0.524391537364863,4,Y,L,34,67
1,G,0.570141125053851,4,Y,L,34,67
1,G,0.586911537015112,2,Y,R,34,67
1,G,0.561450497163605,1,W,L,80,90
1,G,0.520003557498057,4,W,R,34,67
1,G,0.659616373259269,2,Y,R,34,67
1,G,0.485408104061207,2,Y,R,34,67
2,R,0.727787204008905,1,W,L,80,90
2,R,0.703328512885264,3,Y,L,0,50
2,R,0.50895248248068,2,W,L,34,67
2,R,0.721165873390959,4,W,R,34,67
2,R,0.503994221471601,5,W,R,80,90
2,R,0.513681489269118,5,W,R,80,90
2,R,0.559330721898448,2,Y,R,34,67
2,R,0.674508883676197,3,Y,L,0,50
2,R,0.603661517410558,3,W,L,0,50
2,R,0.4439308175061,2,W,L,34,67
2,R,1.43745641390512,3,Y,L,0,50
2,R,0.510451799074758,5,W,R,80,90
2,R,0.619663041365243,3,W,R,0,50
2,R,0.525844582464401,5,Y,L,80,90
2,R,0.479402725150635,5,Y,L,80,90
2,R,0.554709882239081,5,W,R,80,90
2,R,0.544800270898577,3,W,R,0,50
2,R,0.562829327594045,3,W,R,0,50
2,R,0.752940868936548,1,Y,R,80,90
2,R,0.519335325010616,3,W,R,0,50
2,R,0.529470585000922,5,W,R,80,90
2,R,0.60281571055441,2,W,L,34,67
2,R,0.552951865928094,2,Y,R,34,67
2,R,0.588479058994039,4,W,R,34,67
2,R,0.49545412617033,5,Y,L,80,90
2,R,0.686311419774711,1,W,L,80,90
2,R,1.04753614810238,1,Y,R,80,90
2,R,0.638098626187229,3,Y,L,0,50
2,R,1.44619451514518,1,Y,R,80,90
2,R,0.523747041553861,1,W,L,80,90
2,R,0.871925311799259,3,W,L,0,50
2,R,0.495451121527822,1,W,L,80,90
2,R,0.402209854446028,2,W,L,34,67
2,R,0.50310514776379,5,Y,L,80,90
2,R,0.803311596748244,1,Y,R,80,90
2,R,0.445133876352202,1,Y,R,80,90
2,R,0.527093011412035,4,W,R,34,67
2,R,0.502553194941356,5,Y,L,80,90
2,R,0.487296822320104,4,Y,L,34,67
2,R,0.540299016009612,4,W,R,34,67
2,R,0.461806937899837,5,W,R,80,90
2,R,0.469762930704064,4,Y,L,34,67
2,R,0.489716160439457,4,Y,L,34,67
2,R,1.23679196726857,3,Y,L,0,50
2,R,0.539409341373357,4,Y,L,34,67
2,R,0.603445483616724,4,Y,L,34,67
2,R,0.458165311222274,4,W,R,34,67
2,R,0.487518865398897,5,W,R,80,90
2,R,0.637726350985076,2,Y,R,34,67
2,R,0.658086709775262,4,Y,L,34,67
2,R,0.554181365627983,5,W,R,80,90
2,R,0.752895498835414,5,Y,L,80,90
2,R,0.906988287603099,2,Y,R,34,67
2,R,0.530361161029759,1,Y,R,80,90
2,R,0.443591593370911,2,W,L,34,67
2,R,0.496253361068057,5,W,R,80,90
2,R,0.584629210593221,5,Y,L,80,90
2,B,0.710165276368514,3,Y,L,0,50
2,B,0.529685416937724,4,W,R,34,67
2,B,0.502745492059773,4,Y,L,34,67
2,B,0.552880054972945,4,Y,L,34,67
2,B,0.487360220276344,2,W,L,34,67
2,B,0.469799887806687,5,W,R,80,90
2,B,0.577766607184742,3,W,L,0,50
2,B,0.542574732218725,3,Y,L,0,50
2,B,0.62118789742027,1,W,L,80,90
2,B,0.477012532063327,5,W,R,80,90
2,B,0.911388586505041,2,W,L,34,67
2,B,0.544616386779182,5,W,R,80,90
2,B,0.50277794219852,1,Y,R,80,90
2,B,0.485914686782564,2,Y,R,34,67
2,B,0.489477591827153,1,W,L,80,90
2,B,0.487207884903,1,Y,R,80,90
2,B,1.01430179770762,1,W,L,80,90
2,B,0.575424187912745,1,Y,R,80,90
2,B,0.575715337768429,2,W,L,34,67
2,B,0.519682060752075,2,W,L,34,67
2,B,0.572341124271134,5,Y,L,80,90
2,B,0.542642036210168,2,W,L,34,67
2,B,0.943482975545521,1,W,L,80,90
2,B,0.770875579858512,2,Y,R,34,67
2,B,0.719447818824847,1,Y,R,80,90
2,B,0.573086576068704,4,Y,L,34,67
2,B,0.913777878199653,3,Y,L,0,50
2,B,0.669609213195372,1,Y,R,80,90
2,B,0.986416311843413,4,W,R,34,67
2,B,1.60777066645676,4,W,R,34,67
2,B,0.560994993364261,2,W,L,34,67
2,B,0.425515363788691,3,Y,L,0,50
2,B,0.470214228003897,2,W,L,34,67
2,B,0.552945856643191,5,Y,L,80,90
2,B,0.629983988260165,2,W,L,34,67
2,B,0.453381619941183,2,Y,R,34,67
2,B,0.562163498821974,5,W,R,80,90
2,B,0.591822925602401,3,W,R,0,50
2,B,0.720744622516349,2,W,L,34,67
2,B,0.491405670902168,4,W,R,34,67
2,B,0.452703472134772,5,Y,L,80,90
2,B,0.489042219132671,5,W,R,80,90
2,B,0.576538008877606,1,Y,R,80,90
2,B,0.559539244085954,4,Y,L,34,67
2,B,0.610086644875082,3,Y,L,0,50
2,B,0.48591949421052,4,W,R,34,67
2,B,0.603096043697178,1,W,L,80,90
2,B,0.853185356694667,5,W,R,80,90
2,B,0.545098030967665,3,W,L,0,50
2,B,0.536138487577091,4,Y,L,34,67
2,B,0.635830722048695,3,Y,L,0,50
2,B,0.494698158124038,4,W,R,34,67
2,B,0.83652311186006,2,Y,R,34,67
2,B,0.525474410511606,3,W,R,0,50
2,B,0.705598820737805,5,Y,L,80,90
2,B,0.462719748283007,5,Y,L,80,90
2,B,0.504807277724694,1,W,L,80,90
2,M,0.625242662437728,4,Y,L,34,67
2,M,0.402574317578086,1,W,L,80,90
2,M,0.554592400718349,4,Y,L,34,67
2,M,0.619099971365756,4,W,R,34,67
2,M,0.52848205762723,1,Y,R,80,90
2,M,0.504765212730206,4,W,R,34,67
2,M,0.671207983455247,3,W,R,0,50
2,M,0.524976541253864,5,Y,L,80,90
2,M,0.66266308072602,3,Y,L,0,50
2,M,0.877583954968827,2,Y,R,34,67
2,M,0.756452995523375,3,Y,L,0,50
2,M,0.529791180352731,5,Y,L,80,90
2,M,0.58607083805191,3,W,R,0,50
2,M,0.425552020426778,5,W,R,80,90
2,M,0.519533330949628,4,W,R,34,67
2,M,0.64531637833619,3,W,R,0,50
2,M,0.444611369026234,1,W,L,80,90
2,M,0.836956681769038,5,Y,L,80,90
2,M,0.996437695883969,1,W,L,80,90
2,M,0.624995079897985,2,W,L,34,67
2,M,0.53588850132337,5,Y,L,80,90
2,M,0.45992783449708,5,Y,L,80,90
2,M,1.09397409938094,2,Y,R,34,67
2,M,0.579897199162474,4,Y,L,34,67
2,M,0.496087504803654,5,Y,L,80,90
2,M,0.505879935087705,4,W,R,34,67
2,M,0.502275866441209,4,W,R,34,67
2,M,0.946557025259722,2,W,L,34,67
2,M,1.00854550365761,4,Y,L,34,67
2,M,0.902713282292552,3,Y,L,0,50
2,M,0.773076180005773,3,Y,L,0,50
2,M,0.530318194642405,3,Y,L,0,50
2,M,0.539098060413153,5,W,R,80,90
2,M,0.586479769892321,1,Y,R,80,90
2,M,0.519450102353176,1,W,L,80,90
2,M,0.428513095584094,4,W,R,34,67
2,M,0.487525475612301,2,W,L,34,67
2,M,0.523525599403683,3,W,L,0,50
2,M,0.508985834012265,4,W,R,34,67
2,M,0.557372596398636,1,Y,R,80,90
2,M,0.503215117678337,2,W,L,34,67
2,M,0.578155708385111,1,W,L,80,90
2,M,0.919590359063932,3,W,L,0,50
2,M,0.552852712726462,1,W,L,80,90
2,M,0.555694203113035,5,Y,L,80,90
2,M,0.502614790112148,2,W,L,34,67
2,M,0.803067619779313,4,W,R,34,67
2,M,1.02135970287691,3,Y,R,0,50
2,M,0.811722191958779,3,Y,L,0,50
2,M,1.01987510903086,3,W,L,0,50
2,M,0.6535064327893,1,Y,R,80,90
2,M,0.528694786314418,1,W,L,80,90
2,M,0.480819414076677,2,Y,R,34,67
2,M,0.489278083566887,3,Y,L,0,50
2,M,0.503364748873537,5,Y,L,80,90
2,G,0.595883399440453,2,W,L,34,67
2,G,0.691687326087532,4,Y,L,34,67
2,G,0.45391374212295,5,W,R,80,90
2,G,0.542347881712033,5,Y,L,80,90
2,G,0.552008107727261,1,Y,R,80,90
2,G,0.669603504374606,2,Y,R,34,67
2,G,0.605902379766974,2,Y,R,34,67
2,G,0.719539159956071,1,W,L,80,90
2,G,0.686261242245394,2,Y,R,34,67
2,G,0.536808222384366,5,W,R,80,90
2,G,0.530512895474772,2,W,L,34,67
2,G,0.635932278964333,3,W,R,0,50
2,G,0.56936833100815,1,W,L,80,90
2,G,0.586514022816687,2,Y,R,34,67
2,G,0.703057794598408,3,W,R,0,50
2,G,0.578149999564289,4,W,R,34,67
2,G,0.63671679111394,3,Y,L,0,50
2,G,0.78627407206875,2,Y,R,34,67
2,G,0.810470758368751,5,W,R,80,90
2,G,0.53902835270776,4,W,R,34,67
2,G,0.473350173352856,2,W,L,34,67
2,G,0.869141510547934,2,Y,R,34,67
2,G,0.639470846404834,4,W,R,34,67
2,G,0.570084337309595,5,W,R,80,90
2,G,0.926914475556032,4,Y,L,34,67
2,G,0.529090798192328,3,W,R,0,50
2,G,0.436182145032262,3,Y,L,0,50
2,G,0.652684963537013,3,W,L,0,50
2,G,0.645621650011435,3,W,R,0,50
2,G,0.444077143594541,2,W,L,34,67
2,G,0.570972509624426,5,W,R,80,90
2,G,0.620896447100449,3,W,R,0,50
2,G,0.452118167781009,4,Y,L,34,67
2,G,0.636713786471546,4,Y,L,34,67
2,G,0.602740894956696,1,W,L,80,90
2,G,0.543634770083145,5,W,R,80,90
2,G,0.502838035047944,2,Y,R,34,67
2,G,0.527079790984999,5,W,R,80,90
2,G,0.504877285894281,4,W,R,34,67
2,G,0.457996750779785,1,W,L,80,90
2,G,0.472808436315063,2,W,L,34,67
2,G,0.701548262219831,1,W,L,80,90
2,G,0.630777814801604,1,W,L,80,90
2,G,0.49109318808496,4,W,R,34,67
2,G,0.603243571642679,4,Y,L,34,67
2,G,0.453405957545101,4,W,R,34,67
2,G,0.487769753045541,4,W,R,34,67
2,G,0.554581884469826,1,Y,R,80,90
2,G,0.573427002060953,1,W,L,80,90
3,R,0.536114833398443,4,W,R,34,67
3,R,1.33953760177866,4,W,L,34,33
3,R,0.455116125349264,2,W,R,34,33
3,R,0.529019319171937,4,W,R,34,67
3,R,0.654325932157576,3,W,L,0,50
3,R,0.49559084217168,4,W,L,34,33
3,R,0.37813688669894,5,Y,L,80,90
3,R,0.458964636601252,5,Y,R,80,10
3,R,0.502558062674609,2,W,R,34,33
3,R,1.20976564612562,2,W,R,34,33
3,R,0.462065018177441,4,W,R,34,67
3,R,0.554307304029066,4,W,L,34,33
3,R,0.50708289517172,2,W,L,34,67
3,R,0.55929303247899,1,Y,L,80,10
3,R,0.60466274073849,1,W,R,80,10
3,R,0.627093411050623,3,W,R,0,50
3,R,0.747321455397696,4,W,L,34,33
3,R,0.756588047952391,4,W,L,34,33
3,R,0.458318961632017,5,W,L,80,10
3,R,0.61926839527689,1,W,R,80,10
3,R,0.469584472553493,5,Y,R,80,10
3,R,0.588955622990625,2,Y,L,34,33
3,R,0.736196857254527,5,W,L,80,10
3,R,0.519657783252796,2,Y,L,34,33
3,R,0.628531983294806,3,Y,L,0,50
3,R,0.509893338941765,1,Y,L,80,10
3,R,0.903320313673589,2,W,R,34,33
3,R,1.17386233212153,1,W,R,80,10
3,R,0.620287233722934,1,W,R,80,10
3,R,0.890101553345517,1,Y,L,80,10
3,R,1.1218363729231,1,Y,L,80,10
3,R,0.903279151518745,4,W,R,34,67
3,R,0.820878226121522,5,Y,R,80,10
3,R,0.452656311029614,4,Y,R,34,33
3,R,0.791450890844999,4,W,L,34,33
3,R,0.70714839407492,5,Y,R,80,10
3,R,0.496268365231572,5,W,L,80,10
3,R,0.759891836673432,4,W,L,34,33
3,R,0.590258991076553,1,Y,L,80,10
3,R,1.13843493675449,1,W,R,80,10
3,R,0.795554186822073,5,Y,R,80,10
3,R,1.23103836793553,3,Y,R,0,50
3,R,0.78808400685034,2,W,R,34,33
3,R,0.437434125529535,2,Y,L,34,33
3,R,0.64432563170385,5,Y,R,80,10
3,R,0.71268695730555,1,Y,L,80,10
3,R,2.02055704113218,3,W,L,0,50
3,R,0.75286122044281,1,Y,L,80,10
3,R,0.653542649400606,4,W,L,34,33
3,R,1.72043956374137,2,Y,L,34,33
3,R,0.809445362497399,2,W,R,34,33
3,R,0.672528618213619,5,Y,R,80,10
3,R,0.536222696271352,1,W,R,80,10
3,R,0.711039569750255,2,Y,L,34,33
3,R,0.909402698074018,4,Y,R,34,33
3,R,0.619574557581927,1,Y,L,80,10
3,R,0.70277949704041,5,W,L,80,10
3,R,0.897409788781033,5,W,L,80,10
3,R,0.959587477090281,5,Y,R,80,10
3,B,0.592779497040567,1,Y,R,80,90
3,B,0.426181534116495,3,W,R,0,50
3,B,0.478848961932499,3,Y,R,0,50
3,B,0.493592224258634,5,Y,L,80,90
3,B,0.502334525132994,5,Y,R,80,10
3,B,0.570531202115205,2,Y,R,34,67
3,B,0.373013550461224,3,W,L,0,50
3,B,0.551367364720704,1,Y,L,80,10
3,B,0.472858816813414,3,W,R,0,50
3,B,0.454881170567546,4,Y,R,34,33
3,B,0.508778054862887,3,Y,L,0,50
3,B,0.786259652074591,1,W,R,80,10
3,B,0.522293062524454,4,Y,R,34,33
3,B,0.494521227052815,3,Y,R,0,50
3,B,0.786590752035636,5,W,R,80,90
3,B,0.491038668389251,4,Y,R,34,33
3,B,0.618723672745887,3,Y,R,0,50
3,B,0.593441696962486,2,Y,L,34,33
3,B,0.412752456208864,2,Y,L,34,33
3,B,0.508360424240664,5,W,L,80,10
3,B,0.873007240933816,5,Y,R,80,10
3,B,0.736528858576435,1,Y,R,80,90
3,B,0.552740738515126,3,Y,L,0,50
3,B,1.10380734909722,2,Y,L,34,33
3,B,0.796664663642105,2,Y,L,34,33
3,B,0.945171709280885,4,W,L,34,33
3,B,1.46364570501464,4,Y,L,34,67
3,B,0.707584652825744,5,Y,R,80,10
3,B,0.728060871916568,3,Y,L,0,50
3,B,1.03754919929088,2,Y,R,34,67
3,B,0.771687347895295,2,W,R,34,33
3,B,0.653374395336868,5,W,L,80,10
3,B,0.569544211759876,5,W,L,80,10
3,B,0.673933840098471,1,Y,L,80,10
3,B,0.663820268605605,1,Y,L,80,10
3,B,1.72421296157199,3,Y,R,0,50
3,B,0.530042063515793,2,Y,L,34,33
3,B,3.46385211669622,2,W,R,34,33
3,B,0.536257248445054,1,Y,L,80,10
3,B,0.853199230838754,3,Y,R,0,50
3,B,0.578663281555237,1,W,R,80,10
3,B,0.560068803893955,5,Y,R,80,10
3,B,0.772179791485087,5,Y,R,80,10
3,M,0.486675179521086,4,Y,R,34,33
3,M,0.878469488928317,5,W,L,80,10
3,M,0.514083165580018,1,W,L,80,90
3,M,0.419423429378355,5,W,R,80,90
3,M,0.469523180001829,5,Y,R,80,10
3,M,0.50260162845899,4,W,R,34,67
3,M,0.48601868821919,4,Y,R,34,33
3,M,0.686736472072823,2,W,R,34,33
3,M,0.469210107261915,4,W,R,34,67
3,M,0.469231439473617,5,Y,L,80,90
3,M,0.51111468317157,2,W,L,34,67
3,M,0.397167322657253,5,Y,L,80,90
3,M,0.485697803683536,1,Y,R,80,90
3,M,0.919201093651395,3,W,L,0,50
3,M,0.473130126491014,5,W,R,80,90
3,M,0.447363518913562,3,W,R,0,50
3,M,0.457514947570758,1,W,L,80,90
3,M,0.559412012138296,3,Y,L,0,50
3,M,0.402398822221585,5,W,R,80,90
3,M,0.585260042664459,2,Y,R,34,67
3,M,0.386001562359183,5,W,R,80,90
3,M,0.470165549980493,5,Y,L,80,90
3,M,0.77595198750123,3,W,R,0,50
3,M,0.624522729321257,1,W,L,80,90
3,M,0.435330048373089,1,W,L,80,90
3,M,0.435111918997677,1,W,L,80,90
3,M,1.62015593546255,4,Y,L,34,67
3,M,0.553000030045382,2,Y,R,34,67
3,M,0.411301565363715,5,Y,L,80,90
3,M,0.452482648799673,1,Y,R,80,90
3,M,0.494135444521248,5,W,R,80,90
3,M,0.4857678093922,4,W,R,34,67
3,M,0.439798095123592,1,Y,R,80,90
3,M,0.519445662951057,4,W,R,34,67
3,M,0.442051798215402,3,Y,L,0,50
3,M,0.84590782080943,1,W,L,80,90
3,M,0.845433404440769,4,W,R,34,67
3,M,1.30390499654482,1,W,R,80,10
3,M,0.528733888171132,3,Y,L,0,50
3,M,0.861273322717238,1,W,R,80,10
3,M,0.573733137036925,2,W,L,34,67
3,M,0.764467445843138,2,W,R,34,33
3,M,0.604499293933713,3,Y,L,0,50
3,M,0.997317849953561,4,Y,L,34,67
3,M,0.562932728420037,2,W,L,34,67
3,M,0.502715500405657,4,Y,L,34,67
3,M,0.6129642760568,2,Y,R,34,67
3,M,0.603143045999559,4,Y,L,34,67
3,M,0.506347084096888,4,Y,R,34,33
3,M,0.980091638374006,1,Y,R,80,90
3,M,0.556713337138945,1,Y,L,80,10
3,M,0.579433644803657,1,Y,L,80,10
3,M,1.17467055253428,3,W,L,0,50
3,M,1.02622780398406,2,Y,R,34,67
3,M,0.825465853438573,2,W,L,34,67
3,M,0.521051587897773,1,Y,L,80,10
3,M,0.753413153862311,5,W,R,80,90
3,M,1.08651894360491,2,Y,L,34,33
3,M,1.00684673857518,2,W,L,34,67
3,M,0.780551632965853,2,W,R,34,33
3,M,0.655801159751263,5,Y,L,80,90
3,M,0.886387645344485,3,W,L,0,50
3,M,0.769949824234573,4,W,L,34,33
3,M,1.16096445632911,4,Y,L,34,67
3,M,1.32189676411372,5,W,L,80,10
3,M,0.992386503620537,3,W,L,0,50
3,M,0.652516299612216,2,Y,R,34,67
3,M,1.07004897395063,2,Y,L,34,33
3,M,1.43700267403779,2,Y,R,34,67
3,M,0.840361145329553,2,Y,R,34,67
3,M,0.940472613646534,5,W,L,80,10
3,M,0.93589730493045,1,Y,R,80,90
3,M,0.679744614367564,5,W,R,80,90
3,M,0.611834269747533,2,Y,L,34,33
3,M,0.893202836282853,3,Y,L,0,50
3,M,0.786761710182191,4,W,R,34,67
3,M,0.595994051016987,1,W,L,80,90
3,M,0.670054382117087,1,Y,L,80,10
3,M,1.07011357149281,4,W,L,34,33
3,M,0.863307394165304,5,Y,R,80,10
3,M,0.469777964726745,4,Y,R,34,33
